date,currency_type,budget_funds_total_mln_rub,federal_budget_funds_mln_rub,regional_local_budget_funds_mln_rub,other_budget_funds_mln_rub,extra_budgetary_funds_mln_rub,source_url,source_file
01-02-2020,foreign_currency_and_precious_metals,35076.0,17495.0,66.0,17510.0,4.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2020,rub,5839.0,1525.0,81.0,4132.0,101.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2020,total,40915.0,19020.0,146.0,21642.0,105.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2020,foreign_currency_and_precious_metals,39417.0,21857.0,68.0,17488.0,4.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2020,rub,5539.0,1298.0,107.0,4026.0,108.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2020,total,44955.0,23155.0,175.0,21513.0,112.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2020,foreign_currency_and_precious_metals,44571.0,23959.0,81.0,20486.0,45.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2020,rub,9158.0,1346.0,114.0,7653.0,46.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2020,total,53730.0,25305.0,195.0,28139.0,91.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2020,foreign_currency_and_precious_metals,48045.0,27674.0,79.0,20282.0,10.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2020,rub,9688.0,1291.0,126.0,8245.0,26.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2020,total,57733.0,28965.0,205.0,28527.0,36.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2020,foreign_currency_and_precious_metals,51604.0,31734.0,75.0,19200.0,594.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2020,rub,10643.0,1380.0,93.0,9111.0,59.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2020,total,62247.0,33113.0,169.0,28311.0,654.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2020,foreign_currency_and_precious_metals,47682.0,28923.0,75.0,18529.0,155.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2020,rub,16009.0,1154.0,657.0,13433.0,764.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2020,total,63691.0,30077.0,732.0,31963.0,920.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2020,foreign_currency_and_precious_metals,60123.0,40548.0,78.0,19494.0,2.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2020,rub,10702.0,1112.0,3620.0,5483.0,486.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2020,total,70825.0,41660.0,3699.0,24978.0,489.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2020,foreign_currency_and_precious_metals,49730.0,30491.0,80.0,19144.0,15.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2020,rub,12238.0,1490.0,5219.0,5093.0,436.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2020,total,61968.0,31981.0,5299.0,24237.0,451.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2020,foreign_currency_and_precious_metals,46506.0,25800.0,85.0,20614.0,8.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2020,rub,6507.0,1628.0,367.0,4110.0,403.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2020,total,53014.0,27428.0,451.0,24724.0,410.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2020,foreign_currency_and_precious_metals,33281.0,20057.0,84.0,13122.0,18.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2020,rub,5500.0,1205.0,93.0,3672.0,530.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2020,total,38782.0,21262.0,178.0,16794.0,548.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2020,foreign_currency_and_precious_metals,29257.0,16902.0,81.0,12266.0,9.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2020,rub,5144.0,1492.0,68.0,2997.0,588.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2020,total,34401.0,18394.0,148.0,15262.0,597.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2021,foreign_currency_and_precious_metals,15099.0,3914.0,79.0,11104.0,3.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2021,rub,2553.0,2.0,74.0,1413.0,1065.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2021,total,17652.0,3915.0,152.0,12518.0,1067.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2021,foreign_currency_and_precious_metals,47266.0,36315.0,81.0,10866.0,5.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2021,rub,3264.0,1498.0,104.0,555.0,1107.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2021,total,50530.0,37813.0,185.0,11421.0,1112.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2021,foreign_currency_and_precious_metals,43824.0,32703.0,78.0,10455.0,588.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2021,rub,3176.0,1390.0,98.0,530.0,1158.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2021,total,47001.0,34094.0,176.0,10985.0,1746.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2021,foreign_currency_and_precious_metals,38989.0,28034.0,1.0,10795.0,159.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2021,rub,3815.0,2235.0,155.0,283.0,1142.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2021,total,42804.0,30269.0,156.0,11078.0,1301.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2021,foreign_currency_and_precious_metals,46001.0,34514.0,1.0,10779.0,707.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2021,rub,3023.0,1650.0,153.0,326.0,893.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2021,total,49024.0,36164.0,155.0,11105.0,1600.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2021,foreign_currency_and_precious_metals,45688.0,33801.0,1.0,11813.0,73.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2021,rub,2590.0,1863.0,45.0,255.0,427.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2021,total,48278.0,35664.0,46.0,12068.0,500.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2021,foreign_currency_and_precious_metals,46130.0,34265.0,1.0,11854.0,10.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2021,rub,4971.0,2323.0,299.0,185.0,2164.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2021,total,51101.0,36588.0,301.0,12039.0,2173.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2021,foreign_currency_and_precious_metals,52043.0,39190.0,1.0,12848.0,4.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2021,rub,12284.0,1274.0,3358.0,5686.0,1966.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2021,total,64327.0,40463.0,3359.0,18534.0,1971.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2021,foreign_currency_and_precious_metals,54081.0,41242.0,1.0,12833.0,4.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2021,rub,16831.0,1798.0,4968.0,8591.0,1474.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2021,total,70912.0,43040.0,4969.0,21424.0,1478.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2021,foreign_currency_and_precious_metals,65781.0,53184.0,0.0,12587.0,9.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2021,rub,4965.0,1771.0,1399.0,1091.0,704.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2021,total,70746.0,54955.0,1399.0,13678.0,713.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2021,foreign_currency_and_precious_metals,53497.0,37842.0,0.0,14960.0,695.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2021,rub,2572.0,1946.0,91.0,149.0,386.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2021,total,56069.0,39788.0,91.0,15108.0,1081.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2021,foreign_currency_and_precious_metals,45239.0,31833.0,0.0,13328.0,78.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2021,rub,4165.0,2695.0,256.0,382.0,832.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2021,total,49404.0,34529.0,256.0,13709.0,910.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2022,foreign_currency_and_precious_metals,29212.0,5461.0,0.0,23748.0,2.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2022,rub,4095.0,2.0,2432.0,824.0,837.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2022,total,33307.0,5463.0,2432.0,24572.0,839.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2022,foreign_currency_and_precious_metals,65363.0,41218.0,0.0,24138.0,6.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2022,rub,6015.0,1877.0,2812.0,848.0,479.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2022,total,71378.0,43095.0,2812.0,24986.0,485.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2022,foreign_currency_and_precious_metals,51688.0,37736.0,0.0,13945.0,7.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2022,rub,7364.0,1969.0,3455.0,810.0,1130.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2022,total,59052.0,39704.0,3456.0,14755.0,1137.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2022,foreign_currency_and_precious_metals,109406.0,95344.0,0.0,14013.0,48.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2022,rub,5071.0,1448.0,2661.0,798.0,164.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2022,total,114477.0,96792.0,2661.0,14811.0,213.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2022,foreign_currency_and_precious_metals,216925.0,204520.0,1.0,12404.0,1.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2022,rub,6701.0,1220.0,4266.0,783.0,433.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2022,total,223626.0,205740.0,4267.0,13186.0,433.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2022,foreign_currency_and_precious_metals,191537.0,180253.0,0.0,11281.0,3.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2022,rub,7085.0,1544.0,4702.0,771.0,69.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2022,total,198623.0,181797.0,4702.0,12051.0,72.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2022,foreign_currency_and_precious_metals,152949.0,143936.0,0.0,9010.0,3.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2022,rub,10927.0,1417.0,7819.0,786.0,904.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2022,total,163875.0,145353.0,7820.0,9796.0,907.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2022,foreign_currency_and_precious_metals,180833.0,171086.0,4.0,9741.0,3.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2022,rub,14262.0,1411.0,11401.0,797.0,653.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2022,total,195095.0,172497.0,11404.0,10538.0,656.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2022,foreign_currency_and_precious_metals,176592.0,166971.0,3.0,9615.0,3.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2022,rub,18771.0,1736.0,15838.0,444.0,753.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2022,total,195363.0,168706.0,15841.0,10059.0,756.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2022,foreign_currency_and_precious_metals,167371.0,157524.0,1.0,9845.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2022,rub,13889.0,1483.0,11376.0,384.0,645.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2022,total,181259.0,159008.0,11377.0,10230.0,645.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2022,foreign_currency_and_precious_metals,168185.0,157631.0,1.0,10553.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2022,rub,14694.0,1273.0,12451.0,365.0,605.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2022,total,182879.0,158904.0,12452.0,10917.0,605.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2022,foreign_currency_and_precious_metals,163547.0,153401.0,1.0,10145.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2022,rub,14394.0,1654.0,12066.0,386.0,288.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2022,total,177941.0,155055.0,12067.0,10531.0,288.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2023,foreign_currency_and_precious_metals,172232.0,147410.0,0.0,24822.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2023,rub,69242.0,48208.0,20672.0,354.0,8.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2023,total,241474.0,195618.0,20673.0,25175.0,8.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2023,foreign_currency_and_precious_metals,176496.0,153499.0,0.0,22996.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2023,rub,64107.0,43991.0,18888.0,401.0,826.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2023,total,240602.0,197490.0,18889.0,23397.0,826.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2023,foreign_currency_and_precious_metals,150975.0,138366.0,1.0,12609.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2023,rub,63699.0,42156.0,21179.0,96.0,269.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-03-2023,total,214675.0,180522.0,21180.0,12704.0,269.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2023,foreign_currency_and_precious_metals,158666.0,145650.0,1.0,13015.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2023,rub,58647.0,33794.0,24312.0,75.0,466.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-04-2023,total,217313.0,179445.0,24312.0,13090.0,466.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2023,foreign_currency_and_precious_metals,163099.0,148985.0,2.0,14112.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2023,rub,48935.0,24003.0,24560.0,93.0,280.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-05-2023,total,212035.0,172988.0,24562.0,14205.0,280.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2023,foreign_currency_and_precious_metals,161901.0,145420.0,1.0,16480.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2023,rub,45887.0,21042.0,24436.0,71.0,338.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-06-2023,total,207788.0,166462.0,24437.0,16551.0,338.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2023,foreign_currency_and_precious_metals,171944.0,157187.0,1.0,14756.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2023,rub,45521.0,16991.0,27586.0,69.0,874.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-07-2023,total,217465.0,174179.0,27587.0,14825.0,874.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2023,foreign_currency_and_precious_metals,175665.0,160600.0,2.0,15064.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2023,rub,48804.0,15732.0,32427.0,184.0,460.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-08-2023,total,224469.0,176332.0,32429.0,15248.0,460.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2023,foreign_currency_and_precious_metals,177382.0,161242.0,1.0,16140.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2023,rub,51571.0,14009.0,37199.0,212.0,150.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-09-2023,total,228953.0,175251.0,37200.0,16351.0,150.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2023,foreign_currency_and_precious_metals,185575.0,169799.0,1.0,15775.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2023,rub,43047.0,13507.0,29229.0,58.0,253.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-10-2023,total,228622.0,183306.0,29230.0,15833.0,253.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2023,foreign_currency_and_precious_metals,183990.0,169089.0,1.0,14900.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2023,rub,39944.0,12418.0,27334.0,52.0,140.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-11-2023,total,223934.0,181507.0,27335.0,14952.0,140.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2023,foreign_currency_and_precious_metals,187205.0,171944.0,0.0,15260.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2023,rub,37812.0,12148.0,25411.0,49.0,204.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-12-2023,total,225017.0,184092.0,25411.0,15309.0,204.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2024,foreign_currency_and_precious_metals,153230.0,138457.0,0.0,14773.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2024,rub,30940.0,9008.0,21573.0,176.0,183.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-01-2024,total,184170.0,147464.0,21574.0,14949.0,183.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2024,foreign_currency_and_precious_metals,167490.0,152635.0,0.0,14854.0,0.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
01-02-2024,rub,41058.0,10114.0,21144.0,8743.0,1057.0,https://www.cbr.ru/vfs/statistics/banksector/borrowings/02_29_Budget_all.xlsx,cbr_budget_funds.xlsx
